Split Speed finished. Start to generate Mask, Delta, Last_observed_X ...
Generate Mask, Delta, Last_observed_X finished. Start to shuffle and split dataset ...
Finished
Model Structure:  GRUD (
  (fc): Linear (38 -> 1)
  (sigmoid): Sigmoid ()
  (zl): Linear (114 -> 38)
  (rl): Linear (114 -> 38)
  (hl): Linear (114 -> 38)
  (gamma_x_l): FilterLinear(in_features=38, out_features=38, bias=True)
  (gamma_h_l): Linear (38 -> 38)
)
Start Training ... 
Output type dermined by the model
Epoch: 0, train_loss: [ 0.36642605], valid_loss: [ 0.36385435], time: [ 4.14], best model: 1
Epoch: 1, train_loss: [ 0.18159907], valid_loss: [ 0.180455], time: [ 2.85], best model: 1
Epoch: 2, train_loss: [ 0.12649207], valid_loss: [ 0.12908658], time: [ 2.86], best model: 1
Epoch: 3, train_loss: [ 0.10429301], valid_loss: [ 0.10565376], time: [ 2.85], best model: 1
Epoch: 4, train_loss: [ 0.09358933], valid_loss: [ 0.0991904], time: [ 2.82], best model: 1
Epoch: 5, train_loss: [ 0.08776924], valid_loss: [ 0.08749886], time: [ 2.82], best model: 1
Epoch: 6, train_loss: [ 0.08413462], valid_loss: [ 0.09316602], time: [ 2.79], best model: 0
Epoch: 7, train_loss: [ 0.08182048], valid_loss: [ 0.08365204], time: [ 2.8], best model: 1
Epoch: 8, train_loss: [ 0.0802535], valid_loss: [ 0.08951969], time: [ 2.82], best model: 0
Epoch: 9, train_loss: [ 0.0790993], valid_loss: [ 0.08361988], time: [ 2.79], best model: 1
Epoch: 10, train_loss: [ 0.07821809], valid_loss: [ 0.08779997], time: [ 2.8], best model: 0
Epoch: 11, train_loss: [ 0.07757182], valid_loss: [ 0.07949086], time: [ 2.8], best model: 1
Epoch: 12, train_loss: [ 0.07702858], valid_loss: [ 0.07894223], time: [ 2.8], best model: 1
Epoch: 13, train_loss: [ 0.07652195], valid_loss: [ 0.0757899], time: [ 2.82], best model: 1
Epoch: 14, train_loss: [ 0.07606019], valid_loss: [ 0.07509262], time: [ 2.8], best model: 1
Epoch: 15, train_loss: [ 0.07560262], valid_loss: [ 0.07974217], time: [ 2.82], best model: 0
Epoch: 16, train_loss: [ 0.07508388], valid_loss: [ 0.0738953], time: [ 2.8], best model: 1
Epoch: 17, train_loss: [ 0.07462169], valid_loss: [ 0.07819316], time: [ 2.8], best model: 0
Epoch: 18, train_loss: [ 0.07402529], valid_loss: [ 0.07983018], time: [ 2.82], best model: 0
Epoch: 19, train_loss: [ 0.07330556], valid_loss: [ 0.08119766], time: [ 2.79], best model: 0
Epoch: 20, train_loss: [ 0.07245342], valid_loss: [ 0.0726216], time: [ 2.81], best model: 1
Epoch: 21, train_loss: [ 0.07139075], valid_loss: [ 0.06654442], time: [ 2.8], best model: 1
Epoch: 22, train_loss: [ 0.07000142], valid_loss: [ 0.07361964], time: [ 2.8], best model: 0
Epoch: 23, train_loss: [ 0.06823524], valid_loss: [ 0.07094816], time: [ 2.82], best model: 0
Epoch: 24, train_loss: [ 0.06571012], valid_loss: [ 0.06830262], time: [ 2.8], best model: 0
Epoch: 25, train_loss: [ 0.06247101], valid_loss: [ 0.05766298], time: [ 2.82], best model: 1
Epoch: 26, train_loss: [ 0.05815339], valid_loss: [ 0.05228406], time: [ 2.79], best model: 1
Epoch: 27, train_loss: [ 0.05331518], valid_loss: [ 0.04518434], time: [ 2.8], best model: 1
Epoch: 28, train_loss: [ 0.04881484], valid_loss: [ 0.03603742], time: [ 2.82], best model: 1
Epoch: 29, train_loss: [ 0.04486693], valid_loss: [ 0.03011178], time: [ 2.82], best model: 1
Epoch: 30, train_loss: [ 0.04157698], valid_loss: [ 0.0275875], time: [ 2.88], best model: 1
Epoch: 31, train_loss: [ 0.03902937], valid_loss: [ 0.02332501], time: [ 2.88], best model: 1
Epoch: 32, train_loss: [ 0.0369142], valid_loss: [ 0.0196433], time: [ 2.84], best model: 1
Epoch: 33, train_loss: [ 0.03529749], valid_loss: [ 0.01650489], time: [ 2.86], best model: 1
Epoch: 34, train_loss: [ 0.03401534], valid_loss: [ 0.01561999], time: [ 2.83], best model: 1
Epoch: 35, train_loss: [ 0.03299342], valid_loss: [ 0.01355745], time: [ 2.83], best model: 1
Epoch: 36, train_loss: [ 0.03213027], valid_loss: [ 0.01262478], time: [ 2.87], best model: 1
Epoch: 37, train_loss: [ 0.03128351], valid_loss: [ 0.01229706], time: [ 2.85], best model: 1
Epoch: 38, train_loss: [ 0.03043418], valid_loss: [ 0.01115617], time: [ 2.86], best model: 1
Epoch: 39, train_loss: [ 0.02964206], valid_loss: [ 0.01207914], time: [ 2.85], best model: 0
Epoch: 40, train_loss: [ 0.02849471], valid_loss: [ 0.01050386], time: [ 2.84], best model: 1
Epoch: 41, train_loss: [ 0.0253659], valid_loss: [ 0.01201844], time: [ 2.87], best model: 0
Epoch: 42, train_loss: [ 0.02634454], valid_loss: [ 0.0111385], time: [ 2.83], best model: 0
Epoch: 43, train_loss: [ 0.02480881], valid_loss: [ 0.01133611], time: [ 2.85], best model: 0
Epoch: 44, train_loss: [ 0.02340237], valid_loss: [ 0.01135525], time: [ 2.85], best model: 0
Epoch: 45, train_loss: [ 0.02187886], valid_loss: [ 0.01136068], time: [ 2.85], best model: 0
Epoch: 46, train_loss: [ 0.02065454], valid_loss: [ 0.01105942], time: [ 2.86], best model: 0
Epoch: 47, train_loss: [ 0.01925924], valid_loss: [ 0.00974271], time: [ 2.85], best model: 1
Epoch: 48, train_loss: [ 0.0185617], valid_loss: [ 0.00873901], time: [ 2.87], best model: 1
Epoch: 49, train_loss: [ 0.01711015], valid_loss: [ 0.00953936], time: [ 2.84], best model: 0
Epoch: 50, train_loss: [ 0.0169623], valid_loss: [ 0.00774578], time: [ 2.84], best model: 1
Epoch: 51, train_loss: [ 0.01533582], valid_loss: [ 0.00687097], time: [ 2.87], best model: 1
Epoch: 52, train_loss: [ 0.01556042], valid_loss: [ 0.00720926], time: [ 2.86], best model: 0
Epoch: 53, train_loss: [ 0.01491064], valid_loss: [ 0.00643388], time: [ 2.86], best model: 1
Epoch: 54, train_loss: [ 0.01404032], valid_loss: [ 0.00617281], time: [ 2.87], best model: 1
Epoch: 55, train_loss: [ 0.0135591], valid_loss: [ 0.00585422], time: [ 2.86], best model: 1
Epoch: 56, train_loss: [ 0.01331923], valid_loss: [ 0.00512564], time: [ 2.86], best model: 1
Epoch: 57, train_loss: [ 0.01272721], valid_loss: [ 0.00511045], time: [ 2.84], best model: 1
Epoch: 58, train_loss: [ 0.01202437], valid_loss: [ 0.00467132], time: [ 2.86], best model: 1
Epoch: 59, train_loss: [ 0.0117451], valid_loss: [ 0.00432532], time: [ 2.86], best model: 1
Epoch: 60, train_loss: [ 0.01111246], valid_loss: [ 0.00417971], time: [ 2.83], best model: 1
Epoch: 61, train_loss: [ 0.01084499], valid_loss: [ 0.00424034], time: [ 2.88], best model: 0
Epoch: 62, train_loss: [ 0.01036008], valid_loss: [ 0.00357197], time: [ 2.83], best model: 1
Epoch: 63, train_loss: [ 0.00985264], valid_loss: [ 0.00371488], time: [ 2.85], best model: 0
Epoch: 64, train_loss: [ 0.00945152], valid_loss: [ 0.00321741], time: [ 2.84], best model: 1
Epoch: 65, train_loss: [ 0.00907797], valid_loss: [ 0.00301075], time: [ 2.83], best model: 1
Epoch: 66, train_loss: [ 0.00859245], valid_loss: [ 0.00293761], time: [ 2.9], best model: 1
Epoch: 67, train_loss: [ 0.00841498], valid_loss: [ 0.00269896], time: [ 2.84], best model: 1
Epoch: 68, train_loss: [ 0.00802332], valid_loss: [ 0.00270455], time: [ 2.81], best model: 0
Epoch: 69, train_loss: [ 0.00769568], valid_loss: [ 0.00241022], time: [ 2.83], best model: 1
Epoch: 70, train_loss: [ 0.00767845], valid_loss: [ 0.00225674], time: [ 2.81], best model: 1
Epoch: 71, train_loss: [ 0.00739558], valid_loss: [ 0.00221845], time: [ 2.91], best model: 1
Epoch: 72, train_loss: [ 0.00755337], valid_loss: [ 0.00198433], time: [ 2.84], best model: 1
Epoch: 73, train_loss: [ 0.00662383], valid_loss: [ 0.0020473], time: [ 2.84], best model: 0
Epoch: 74, train_loss: [ 0.00687254], valid_loss: [ 0.00199011], time: [ 2.86], best model: 0
Epoch: 75, train_loss: [ 0.00654014], valid_loss: [ 0.00188531], time: [ 2.87], best model: 1
Epoch: 76, train_loss: [ 0.00670438], valid_loss: [ 0.00183567], time: [ 2.87], best model: 1
Epoch: 77, train_loss: [ 0.00637823], valid_loss: [ 0.00181643], time: [ 2.81], best model: 1
Epoch: 78, train_loss: [ 0.00624469], valid_loss: [ 0.00171433], time: [ 2.8], best model: 1
Epoch: 79, train_loss: [ 0.00601891], valid_loss: [ 0.00178303], time: [ 2.85], best model: 0
Epoch: 80, train_loss: [ 0.00586658], valid_loss: [ 0.00179629], time: [ 2.86], best model: 0
Epoch: 81, train_loss: [ 0.00581039], valid_loss: [ 0.00175581], time: [ 2.86], best model: 0
Epoch: 82, train_loss: [ 0.00567265], valid_loss: [ 0.00165341], time: [ 2.83], best model: 1
Epoch: 83, train_loss: [ 0.00553974], valid_loss: [ 0.00174238], time: [ 2.83], best model: 0
Epoch: 84, train_loss: [ 0.00533024], valid_loss: [ 0.00168102], time: [ 2.89], best model: 0
Epoch: 85, train_loss: [ 0.00530952], valid_loss: [ 0.00165546], time: [ 2.84], best model: 0
Epoch: 86, train_loss: [ 0.00513284], valid_loss: [ 0.00153486], time: [ 2.83], best model: 1
Epoch: 87, train_loss: [ 0.00487988], valid_loss: [ 0.00175185], time: [ 2.8], best model: 0
Epoch: 88, train_loss: [ 0.0048365], valid_loss: [ 0.00172504], time: [ 2.87], best model: 0
Epoch: 89, train_loss: [ 0.004811], valid_loss: [ 0.00152556], time: [ 2.86], best model: 0
Epoch: 90, train_loss: [ 0.00481242], valid_loss: [ 0.00148407], time: [ 2.84], best model: 1
Epoch: 91, train_loss: [ 0.00446368], valid_loss: [ 0.00141573], time: [ 2.87], best model: 1
Epoch: 92, train_loss: [ 0.00439608], valid_loss: [ 0.0016476], time: [ 2.86], best model: 0
Epoch: 93, train_loss: [ 0.00427103], valid_loss: [ 0.00177789], time: [ 2.85], best model: 0
Epoch: 94, train_loss: [ 0.004225], valid_loss: [ 0.00177576], time: [ 2.85], best model: 0
Epoch: 95, train_loss: [ 0.00410808], valid_loss: [ 0.00146261], time: [ 2.82], best model: 0
Epoch: 96, train_loss: [ 0.00387152], valid_loss: [ 0.00186326], time: [ 2.89], best model: 0
Epoch: 97, train_loss: [ 0.00386634], valid_loss: [ 0.00168191], time: [ 2.85], best model: 0
Epoch: 98, train_loss: [ 0.00381186], valid_loss: [ 0.00156266], time: [ 2.84], best model: 0
Epoch: 99, train_loss: [ 0.00358108], valid_loss: [ 0.00176806], time: [ 2.86], best model: 0
Epoch: 100, train_loss: [ 0.00353963], valid_loss: [ 0.00166803], time: [ 2.87], best model: 0
Early Stopped at Epoch: 101
