Split Speed finished. Start to generate Mask, Delta, Last_observed_X ...
Generate Mask, Delta, Last_observed_X finished. Start to shuffle and split dataset ...
Finished
Model Structure:  GRUD (
  (fc): Linear (38 -> 1)
  (sigmoid): Sigmoid ()
  (zl): Linear (114 -> 38)
  (rl): Linear (114 -> 38)
  (hl): Linear (114 -> 38)
  (gamma_x_l): FilterLinear(in_features=38, out_features=38, bias=True)
  (gamma_h_l): Linear (38 -> 38)
)
Start Training ... 
Output type dermined by the model
Epoch: 0, train_loss: [ 0.31758422], valid_loss: [ 0.31417507], time: [ 4.29], best model: 1
Epoch: 1, train_loss: [ 0.14337], valid_loss: [ 0.14573902], time: [ 3.54], best model: 1
Epoch: 2, train_loss: [ 0.10639151], valid_loss: [ 0.10804567], time: [ 3.53], best model: 1
Epoch: 3, train_loss: [ 0.09392826], valid_loss: [ 0.09544614], time: [ 3.57], best model: 1
Epoch: 4, train_loss: [ 0.08581982], valid_loss: [ 0.08986808], time: [ 3.53], best model: 1
Epoch: 5, train_loss: [ 0.08477283], valid_loss: [ 0.09128854], time: [ 3.55], best model: 0
Epoch: 6, train_loss: [ 0.0827883], valid_loss: [ 0.08236472], time: [ 3.52], best model: 1
Epoch: 7, train_loss: [ 0.08146351], valid_loss: [ 0.08586797], time: [ 3.51], best model: 0
Epoch: 8, train_loss: [ 0.08054964], valid_loss: [ 0.08014025], time: [ 3.54], best model: 1
Epoch: 9, train_loss: [ 0.07981524], valid_loss: [ 0.08172906], time: [ 3.52], best model: 0
Epoch: 10, train_loss: [ 0.07923633], valid_loss: [ 0.08102384], time: [ 3.54], best model: 0
Epoch: 11, train_loss: [ 0.07869422], valid_loss: [ 0.08034528], time: [ 3.51], best model: 0
Epoch: 12, train_loss: [ 0.07815435], valid_loss: [ 0.08475213], time: [ 3.52], best model: 0
Epoch: 13, train_loss: [ 0.07757297], valid_loss: [ 0.07892466], time: [ 3.54], best model: 1
Epoch: 14, train_loss: [ 0.07688854], valid_loss: [ 0.07528361], time: [ 3.53], best model: 1
Epoch: 15, train_loss: [ 0.07606886], valid_loss: [ 0.07427323], time: [ 3.54], best model: 1
Epoch: 16, train_loss: [ 0.07500267], valid_loss: [ 0.07511766], time: [ 3.52], best model: 0
Epoch: 17, train_loss: [ 0.07096895], valid_loss: [ 0.0665359], time: [ 3.52], best model: 1
Epoch: 18, train_loss: [ 0.07155233], valid_loss: [ 0.06980504], time: [ 3.54], best model: 0
Epoch: 19, train_loss: [ 0.06869199], valid_loss: [ 0.07095198], time: [ 3.52], best model: 0
Epoch: 20, train_loss: [ 0.06485649], valid_loss: [ 0.05914701], time: [ 3.54], best model: 1
Epoch: 21, train_loss: [ 0.06006059], valid_loss: [ 0.05146282], time: [ 3.51], best model: 1
Epoch: 22, train_loss: [ 0.05468368], valid_loss: [ 0.04708184], time: [ 3.51], best model: 1
Epoch: 23, train_loss: [ 0.04984731], valid_loss: [ 0.03728222], time: [ 3.55], best model: 1
Epoch: 24, train_loss: [ 0.04589134], valid_loss: [ 0.02916942], time: [ 3.51], best model: 1
Epoch: 25, train_loss: [ 0.04259824], valid_loss: [ 0.02548111], time: [ 3.54], best model: 1
Epoch: 26, train_loss: [ 0.04020533], valid_loss: [ 0.02176626], time: [ 3.52], best model: 1
Epoch: 27, train_loss: [ 0.038264], valid_loss: [ 0.01901438], time: [ 3.52], best model: 1
Epoch: 28, train_loss: [ 0.0367462], valid_loss: [ 0.0172253], time: [ 3.54], best model: 1
Epoch: 29, train_loss: [ 0.03542974], valid_loss: [ 0.01568116], time: [ 3.51], best model: 1
Epoch: 30, train_loss: [ 0.03422195], valid_loss: [ 0.01502891], time: [ 3.54], best model: 1
Epoch: 31, train_loss: [ 0.03337338], valid_loss: [ 0.0135273], time: [ 3.52], best model: 1
Epoch: 32, train_loss: [ 0.03212172], valid_loss: [ 0.01394006], time: [ 3.52], best model: 0
Epoch: 33, train_loss: [ 0.03069766], valid_loss: [ 0.01568476], time: [ 3.54], best model: 0
Epoch: 34, train_loss: [ 0.02937968], valid_loss: [ 0.0142571], time: [ 3.52], best model: 0
Epoch: 35, train_loss: [ 0.02757489], valid_loss: [ 0.01419519], time: [ 3.52], best model: 0
Epoch: 36, train_loss: [ 0.02574682], valid_loss: [ 0.01231881], time: [ 3.54], best model: 1
Epoch: 37, train_loss: [ 0.02429067], valid_loss: [ 0.01440559], time: [ 3.52], best model: 0
Epoch: 38, train_loss: [ 0.02273569], valid_loss: [ 0.01120271], time: [ 3.55], best model: 1
Epoch: 39, train_loss: [ 0.0220388], valid_loss: [ 0.0132588], time: [ 3.52], best model: 0
Epoch: 40, train_loss: [ 0.02124005], valid_loss: [ 0.01054195], time: [ 3.52], best model: 1
Epoch: 41, train_loss: [ 0.01935434], valid_loss: [ 0.01035476], time: [ 3.54], best model: 1
Epoch: 42, train_loss: [ 0.01932128], valid_loss: [ 0.00800481], time: [ 3.53], best model: 1
Epoch: 43, train_loss: [ 0.01809744], valid_loss: [ 0.00754406], time: [ 3.54], best model: 1
Epoch: 44, train_loss: [ 0.01737301], valid_loss: [ 0.00757557], time: [ 3.53], best model: 0
Epoch: 45, train_loss: [ 0.01635565], valid_loss: [ 0.00661902], time: [ 3.53], best model: 1
Epoch: 46, train_loss: [ 0.01634551], valid_loss: [ 0.00631824], time: [ 3.54], best model: 1
Epoch: 47, train_loss: [ 0.01567638], valid_loss: [ 0.00645838], time: [ 3.53], best model: 0
Epoch: 48, train_loss: [ 0.01512337], valid_loss: [ 0.00537451], time: [ 3.55], best model: 1
Epoch: 49, train_loss: [ 0.01504627], valid_loss: [ 0.0051544], time: [ 3.53], best model: 1
Epoch: 50, train_loss: [ 0.01442547], valid_loss: [ 0.00526518], time: [ 3.53], best model: 0
Epoch: 51, train_loss: [ 0.0140863], valid_loss: [ 0.00462513], time: [ 3.55], best model: 1
Epoch: 52, train_loss: [ 0.01374725], valid_loss: [ 0.00434802], time: [ 3.53], best model: 1
Epoch: 53, train_loss: [ 0.01324338], valid_loss: [ 0.00498397], time: [ 3.55], best model: 0
Epoch: 54, train_loss: [ 0.01315949], valid_loss: [ 0.00434309], time: [ 3.53], best model: 0
