Split Speed finished. Start to generate Mask, Delta, Last_observed_X ...
Generate Mask, Delta, Last_observed_X finished. Start to shuffle and split dataset ...
Finished
Model Structure:  GRUD (
  (fc): Linear (38 -> 1)
  (sigmoid): Sigmoid ()
  (zl): Linear (114 -> 38)
  (rl): Linear (114 -> 38)
  (hl): Linear (114 -> 38)
  (gamma_x_l): FilterLinear(in_features=38, out_features=38, bias=True)
  (gamma_h_l): Linear (38 -> 38)
)
Start Training ... 
Output type dermined by the model
Epoch: 0, train_loss: [ 0.44984099], valid_loss: [ 0.44428235], time: [ 3.32], best model: 1
Epoch: 1, train_loss: [ 0.21701904], valid_loss: [ 0.21824379], time: [ 2.72], best model: 1
Epoch: 2, train_loss: [ 0.1463287], valid_loss: [ 0.1473867], time: [ 2.71], best model: 1
Epoch: 3, train_loss: [ 0.11833416], valid_loss: [ 0.119587], time: [ 2.75], best model: 1
Epoch: 4, train_loss: [ 0.10410645], valid_loss: [ 0.10579266], time: [ 2.71], best model: 1
Epoch: 5, train_loss: [ 0.09377901], valid_loss: [ 0.09971121], time: [ 2.73], best model: 1
Epoch: 6, train_loss: [ 0.09031225], valid_loss: [ 0.09440157], time: [ 2.74], best model: 1
Epoch: 7, train_loss: [ 0.08657596], valid_loss: [ 0.09291539], time: [ 2.7], best model: 1
Epoch: 8, train_loss: [ 0.08158539], valid_loss: [ 0.08594887], time: [ 2.73], best model: 1
Epoch: 9, train_loss: [ 0.08172218], valid_loss: [ 0.08845266], time: [ 2.71], best model: 0
Epoch: 10, train_loss: [ 0.08022196], valid_loss: [ 0.0868837], time: [ 2.72], best model: 0
Epoch: 11, train_loss: [ 0.0790226], valid_loss: [ 0.08577106], time: [ 2.7], best model: 1
Epoch: 12, train_loss: [ 0.07807119], valid_loss: [ 0.07750679], time: [ 2.71], best model: 1
Epoch: 13, train_loss: [ 0.07728184], valid_loss: [ 0.07915656], time: [ 2.72], best model: 0
Epoch: 14, train_loss: [ 0.07661892], valid_loss: [ 0.08322487], time: [ 2.69], best model: 0
Epoch: 15, train_loss: [ 0.07603646], valid_loss: [ 0.0751206], time: [ 2.74], best model: 1
Epoch: 16, train_loss: [ 0.07543882], valid_loss: [ 0.08427741], time: [ 2.7], best model: 0
Epoch: 17, train_loss: [ 0.07480656], valid_loss: [ 0.08097154], time: [ 2.7], best model: 0
Epoch: 18, train_loss: [ 0.07147976], valid_loss: [ 0.07739208], time: [ 2.73], best model: 0
